8
6
12
5
8
13
9
12
14
8
14
7
7
5
11
5
7
11
10
2
7
14
4
3
4
12
8
10
2
12
8
7
3
10
6
13
12
11
8
9
10
7
5
2
12
14
2
5
12
9
7
13
3
3
3
3
5
8
7
10
3
4
12
3
3
11
6
11
4
12
5
4
11
7
6
10
10
3
8
11
14
7
3
10
5
9
4
5
9
8
11
14
14
13
2
10
4
14
6
7
3
4
10
14
7
14
7
13
12
12
8
9
7
14
4
14
4
7
13
12
6
10
8
7
11
12
12
5
3
8
5
13
10
9
2
6
12
11
12
3
4
3
14
10
2
8
5
3
12
11
12
11
6
5
2
3
11
4
5
14
12
5
2
9
2
3
12
13
11
6
3
10
9
12
10
5
3
6
9
14
9
13
8
4
12
8
13
4
6
14
12
13
9
9
10
9
3
7
11
11
9
8
5
14
8
3
9
11
10
9
14
9
14
5
9
4
4
8
6
11
3
12
9
8
3
2
2
3
2
8
10
14
3
4
6
10
4
10
10
13
8
14
